game_id,season,week,home_team,away_team,result,spread_line,H_points_scored_avg,H_points_allowed_avg,H_total_yards_avg,H_total_yards_allowed_avg,H_rush_yards_avg,H_rush_yards_allowed_avg,H_pass_yards_avg,H_pass_yards_allowed_avg,H_turnovers_taken_avg,H_turnovers_lost_avg,H_points_scored_streak,H_points_allowed_streak,H_total_yards_streak,H_total_yards_allowed_streak,H_rush_yards_streak,H_rush_yards_allowed_streak,H_pass_yards_streak,H_pass_yards_allowed_streak,H_turnovers_taken_streak,H_turnovers_lost_streak,H_win_pct,H_win_pct_streak,H_computed_strength,A_points_scored_avg,A_points_allowed_avg,A_total_yards_avg,A_total_yards_allowed_avg,A_rush_yards_avg,A_rush_yards_allowed_avg,A_pass_yards_avg,A_pass_yards_allowed_avg,A_turnovers_taken_avg,A_turnovers_lost_avg,A_points_scored_streak,A_points_allowed_streak,A_total_yards_streak,A_total_yards_allowed_streak,A_rush_yards_streak,A_rush_yards_allowed_streak,A_pass_yards_streak,A_pass_yards_allowed_streak,A_turnovers_taken_streak,A_turnovers_lost_streak,A_win_pct,A_win_pct_streak,A_computed_strength
2015_08_DET_KC,2015,8,KC,DET,35,3.0,21.428571428571427,24.571428571428573,346.42857142857144,368.57142857142856,106.28571428571429,103.42857142857143,260.57142857142856,279.14285714285717,1.2857142857142858,1.0,17.75,20.75,363.25,358.75,106.25,110.5,275.0,257.75,1.5,0.5,0.2857142857142857,0.25,0.030834196196224035,19.857142857142858,28.571428571428573,346.57142857142856,392.57142857142856,68.0,123.42857142857143,293.85714285714283,286.7142857142857,1.4285714285714286,2.2857142857142856,20.75,29.25,377.75,390.25,85.25,132.0,310.75,281.75,1.0,2.0,0.14285714285714285,0.25,0.016741709269715212
2015_08_MIA_NE,2015,8,NE,MIA,29,8.0,35.5,21.0,410.8333333333333,359.0,83.66666666666667,110.33333333333333,342.3333333333333,271.5,1.3333333333333333,0.5,36.25,18.25,399.25,334.75,91.5,92.0,325.0,259.0,1.0,0.25,1.0,1.0,0.04534965010806714,24.5,22.833333333333332,366.3333333333333,369.8333333333333,117.5,129.33333333333334,273.6666666666667,253.16666666666666,1.3333333333333333,1.5,27.5,26.0,389.0,368.5,147.25,123.0,264.25,262.5,1.5,2.0,0.5,0.5,0.029442111134632208
2015_08_NYG_NO,2015,8,NO,NYG,3,3.0,23.0,26.428571428571427,395.85714285714283,404.85714285714283,98.71428571428571,129.14285714285714,315.14285714285717,290.85714285714283,1.4285714285714286,1.5714285714285714,25.25,25.25,415.0,410.75,115.75,131.5,321.5,301.75,1.75,1.25,0.42857142857142855,0.75,0.035621592069839246,23.714285714285715,22.285714285714285,343.14285714285717,402.0,95.57142857142857,113.42857142857143,253.14285714285714,296.85714285714283,2.142857142857143,0.8571428571428571,22.0,21.0,341.5,395.25,97.25,142.5,253.0,260.75,2.25,1.25,0.5714285714285714,0.75,0.03321631511379193
2015_08_CIN_PIT,2015,8,PIT,CIN,-6,1.0,22.571428571428573,18.714285714285715,349.0,376.85714285714283,127.14285714285714,99.71428571428571,237.14285714285714,291.85714285714283,1.2857142857142858,0.8571428571428571,20.5,19.75,315.25,402.0,152.5,109.0,177.5,305.75,1.75,1.0,0.5714285714285714,0.5,0.03801779267307747,30.333333333333332,20.333333333333332,410.6666666666667,370.6666666666667,122.16666666666667,109.16666666666667,293.5,278.0,1.3333333333333333,1.0,31.25,22.5,419.75,406.0,107.75,115.25,319.5,306.0,1.0,1.0,1.0,1.0,0.03989976917760809
2015_09_MIA_BUF,2015,9,BUF,MIA,16,4.0,25.142857142857142,24.714285714285715,340.85714285714283,348.14285714285717,123.85714285714286,91.85714285714286,237.42857142857142,261.42857142857144,1.4285714285714286,1.4285714285714286,19.0,26.25,316.75,307.75,102.25,105.25,237.0,206.0,0.75,1.75,0.42857142857142855,0.25,0.026816908869184416,22.0,24.714285714285715,352.57142857142856,379.42857142857144,102.85714285714286,124.42857142857143,277.42857142857144,267.85714285714283,1.1428571428571428,1.5714285714285714,25.75,24.75,358.25,370.75,125.5,109.0,265.0,282.25,1.5,1.75,0.42857142857142855,0.5,0.023710767269854258
2015_09_GB_CAR,2015,9,CAR,GB,8,-2.0,27.285714285714285,19.428571428571427,349.14285714285717,342.57142857142856,144.0,113.71428571428571,217.57142857142858,243.0,2.2857142857142856,1.5714285714285714,30.0,22.0,350.0,363.25,153.0,142.25,209.5,241.0,2.5,2.25,1.0,1.0,0.04101427580785517,24.857142857142858,18.571428571428573,332.42857142857144,376.0,122.0,124.42857142857143,224.0,269.2857142857143,1.5714285714285714,0.5714285714285714,19.5,15.5,298.5,394.5,117.75,122.0,199.25,291.0,1.75,0.75,0.8571428571428571,0.75,0.040028147275357286
2015_09_CLE_CIN,2015,9,CIN,CLE,21,13.0,28.285714285714285,18.857142857142858,394.2857142857143,368.57142857142856,115.85714285714286,110.14285714285714,284.57142857142856,275.7142857142857,1.5714285714285714,1.1428571428571428,28.25,19.0,379.25,395.5,105.75,135.25,281.5,281.0,1.5,1.0,1.0,1.0,0.047237787789273025,20.875,27.0,350.875,405.375,84.0,147.0,286.25,268.125,1.75,1.875,20.5,28.5,355.75,404.5,78.25,152.5,297.5,259.25,2.0,2.25,0.25,0.25,0.02662909323545314
2015_09_PHI_DAL,2015,9,DAL,PHI,-6,-3.0,19.0,24.428571428571427,346.0,336.7142857142857,127.85714285714286,103.0,230.42857142857142,244.57142857142858,0.5714285714285714,1.5714285714285714,14.5,24.0,320.0,351.5,144.75,114.25,189.25,253.5,0.25,1.25,0.2857142857142857,0.0,0.0223648830709246,22.857142857142858,19.571428571428573,353.14285714285717,360.42857142857144,114.42857142857143,109.85714285714286,252.28571428571428,265.7142857142857,2.7142857142857144,2.142857142857143,25.5,18.5,404.0,361.5,152.0,127.0,272.0,252.75,2.75,2.25,0.42857142857142855,0.5,0.03344117302341807
2015_09_DEN_IND,2015,9,IND,DEN,3,-3.5,21.625,25.375,352.5,404.875,98.875,124.875,265.5,288.25,1.25,2.125,25.25,27.5,366.75,422.25,110.25,130.25,272.25,300.5,1.75,1.5,0.375,0.25,0.02780690540410283,24.0,16.0,350.7142857142857,261.14285714285717,95.71428571428571,89.28571428571429,266.2857142857143,199.71428571428572,2.142857142857143,1.7142857142857142,23.5,15.75,395.75,262.75,124.75,94.25,277.25,202.0,1.5,2.0,1.0,1.0,0.04370758225006762
2015_09_WAS_NE,2015,9,NE,WAS,17,13.5,35.57142857142857,19.0,414.57142857142856,346.2857142857143,85.28571428571429,96.71428571428571,344.2857142857143,275.57142857142856,1.4285714285714286,0.42857142857142855,32.5,15.75,390.75,329.0,84.0,81.5,324.5,273.5,1.25,0.25,1.0,1.0,0.041888252637371136,21.142857142857142,24.0,340.57142857142856,360.42857142857144,99.0,128.42857142857142,248.14285714285714,247.0,1.4285714285714286,1.7142857142857142,23.25,27.25,316.75,422.75,65.5,168.5,255.5,268.5,2.25,1.5,0.42857142857142855,0.5,0.02768367544039568
2015_09_TEN_NO,2015,9,NO,TEN,-6,7.0,26.625,29.25,422.375,406.25,99.25,123.875,338.875,298.25,1.375,1.625,31.75,32.5,457.5,431.0,115.75,124.5,358.0,327.75,2.0,1.75,0.5,0.75,0.03355138434781486,17.857142857142858,22.714285714285715,309.85714285714283,316.57142857142856,100.14285714285714,118.71428571428571,237.14285714285714,215.28571428571428,1.1428571428571428,2.142857142857143,9.0,20.5,260.5,322.75,80.75,122.5,206.75,216.25,1.0,2.25,0.14285714285714285,0.0,0.01981239046543955
2015_09_JAX_NYJ,2015,9,NYJ,JAX,5,7.5,24.571428571428573,19.857142857142858,376.7142857142857,307.14285714285717,127.57142857142857,78.14285714285714,254.71428571428572,240.14285714285714,2.0,1.8571428571428572,26.0,24.5,409.25,313.75,147.75,56.75,269.25,270.5,1.0,1.5,0.5714285714285714,0.5,0.03346566216773591,21.0,29.571428571428573,342.7142857142857,368.0,96.57142857142857,103.57142857142857,258.85714285714283,282.0,1.0,1.4285714285714286,24.5,29.0,361.25,364.0,100.0,113.25,278.5,270.5,1.5,1.5,0.2857142857142857,0.25,0.02071179345898704
2015_09_ATL_SF,2015,9,SF,ATL,1,-9.5,13.625,25.875,282.5,404.5,101.125,123.75,201.875,293.125,1.0,0.75,15.25,24.25,275.5,430.75,72.0,133.5,222.0,302.5,1.5,0.0,0.25,0.25,0.022814877721285945,26.625,21.625,415.0,345.375,126.0,83.375,299.875,267.125,1.5,1.75,19.0,20.0,426.25,300.25,138.5,81.5,299.25,223.75,1.0,3.0,0.75,0.5,0.03710606670287312
2015_09_NYG_TB,2015,9,TB,NYG,-14,-1.5,23.285714285714285,28.428571428571427,353.57142857142856,352.14285714285717,131.28571428571428,107.57142857142857,235.42857142857142,261.85714285714283,1.8571428571428572,1.5714285714285714,28.5,29.75,387.75,355.0,157.75,84.75,242.5,285.25,2.0,1.5,0.42857142857142855,0.5,0.02643825456094098,26.875,26.0,352.25,427.75,94.5,112.125,265.25,322.875,2.125,0.875,28.25,31.5,369.25,469.0,96.0,154.5,287.5,318.5,2.25,1.25,0.5,0.5,0.029000913782095277
2015_10_JAX_BAL,2015,10,BAL,JAX,-2,4.0,23.75,26.75,357.5,383.875,99.25,99.75,271.625,300.75,0.5,1.25,24.25,27.5,360.0,420.75,96.25,94.75,281.0,343.25,0.0,0.75,0.25,0.25,0.030089712242993248,21.25,29.375,354.375,358.25,96.75,94.25,274.125,280.75,0.875,1.625,27.0,32.0,362.5,355.0,89.0,105.5,299.25,268.0,1.0,2.25,0.25,0.25,0.0223846811227005
2015_10_HOU_CIN,2015,10,CIN,HOU,-4,10.0,28.625,17.75,391.375,349.125,120.375,105.0,278.25,262.25,1.375,1.0,27.0,16.25,360.25,333.5,112.75,124.25,259.75,226.5,1.25,1.0,1.0,1.0,0.04725139514552093,21.75,25.625,369.625,350.875,87.875,123.5,293.875,245.75,1.0,1.375,24.25,24.25,354.5,357.75,76.0,131.75,290.75,252.75,1.5,0.75,0.375,0.5,0.02698920284608368
2015_10_KC_DEN,2015,10,DEN,KC,-16,4.0,24.0,17.375,345.5,274.125,88.125,93.125,268.125,206.25,1.875,1.75,23.75,17.5,387.0,272.75,97.5,96.0,294.25,197.75,1.25,2.0,0.875,0.75,0.0418395362284725,24.375,22.75,345.625,357.0,118.75,100.625,246.625,272.625,1.375,0.875,23.75,14.25,333.0,316.0,129.5,99.75,215.75,234.25,2.0,0.25,0.375,0.5,0.03137413225982085
2015_10_DET_GB,2015,10,GB,DET,-2,10.5,25.375,20.875,341.125,382.375,115.625,125.125,242.125,272.75,1.5,0.75,22.5,24.0,308.5,452.25,95.0,135.25,235.5,325.25,1.75,1.25,0.75,0.5,0.03988409463007843,18.625,30.625,337.75,386.0,69.625,133.75,285.5,269.5,1.25,2.25,20.75,37.25,382.75,389.0,92.25,156.0,316.75,247.25,0.5,2.25,0.125,0.25,0.01640055342090456
2015_10_NE_NYG,2015,10,NYG,NE,-1,-7.0,27.444444444444443,25.11111111111111,349.44444444444446,422.77777777777777,96.66666666666667,114.77777777777777,259.44444444444446,314.44444444444446,2.2222222222222223,1.0,28.75,29.25,319.75,469.75,103.5,157.5,230.5,314.75,3.0,1.5,0.5555555555555556,0.5,0.030958409863506762,34.5,17.875,420.25,334.25,94.75,89.25,338.625,268.25,1.5,0.625,31.75,16.75,416.75,325.25,97.0,65.25,330.5,281.0,1.25,0.75,1.0,1.0,0.04434019408371103
2015_10_BUF_NYJ,2015,10,NYJ,BUF,-5,2.5,25.0,20.25,365.875,323.25,115.25,80.625,256.875,257.75,2.125,1.625,26.25,26.75,375.5,366.25,103.25,66.5,282.75,316.25,1.25,1.25,0.625,0.5,0.03503098428275063,26.125,23.75,350.75,354.25,141.625,93.875,230.375,268.25,1.375,1.25,24.75,24.5,343.5,330.75,155.0,109.25,213.75,232.0,0.75,1.25,0.5,0.5,0.026196107586323455
2015_10_MIA_PHI,2015,10,PHI,MIA,-1,5.5,24.125,20.5,366.375,366.75,121.625,112.875,257.625,269.875,2.5,1.875,28.75,19.5,438.75,360.0,173.25,128.75,278.25,255.0,2.75,1.75,0.5,0.75,0.03165702043461288,21.375,25.75,358.125,384.5,103.5,142.125,282.25,257.0,1.0,1.5,26.5,26.25,401.0,369.5,137.75,123.75,294.5,273.0,1.25,1.5,0.375,0.5,0.022586160247408168
2015_10_CLE_PIT,2015,10,PIT,CLE,21,7.0,22.88888888888889,20.22222222222222,377.55555555555554,374.8888888888889,133.44444444444446,101.66666666666667,259.44444444444446,286.1111111111111,1.4444444444444444,1.1111111111111112,21.5,21.75,401.0,395.5,149.75,102.5,264.5,301.0,1.75,1.75,0.5555555555555556,0.5,0.04138899445627561,19.666666666666668,27.444444444444443,335.55555555555554,401.55555555555554,82.33333333333333,147.55555555555554,273.1111111111111,264.3333333333333,1.5555555555555556,1.6666666666666667,14.75,28.75,282.25,403.0,74.75,145.25,225.25,265.25,2.0,2.25,0.2222222222222222,0.0,0.026042996412050635
2015_10_ARI_SEA,2015,10,SEA,ARI,-7,3.0,20.875,17.5,353.375,285.125,139.5,98.5,234.75,204.125,1.125,1.125,20.0,17.25,360.5,291.0,151.0,108.5,224.75,205.25,1.0,1.0,0.5,0.5,0.033227612428533344,32.875,19.125,417.375,313.0,124.75,90.125,299.5,232.75,2.0,1.5,28.75,20.0,429.75,319.25,127.75,72.75,310.25,257.0,2.25,1.75,0.75,0.75,0.037703681550407334
2015_10_DAL_TB,2015,10,TB,DAL,4,-1.0,22.625,28.875,357.25,349.0,131.875,108.375,236.875,255.75,1.875,1.75,27.25,28.5,380.75,375.75,156.5,80.0,232.5,307.5,2.25,1.0,0.375,0.5,0.026243120743636546,20.0,25.5,354.125,352.0,128.625,111.625,239.0,250.875,0.5,1.5,16.25,25.75,339.0,356.75,149.5,131.5,202.5,237.5,0.25,1.5,0.25,0.0,0.018373068928305026
2015_10_CAR_TEN,2015,10,TEN,CAR,-17,-3.5,19.875,23.375,331.75,329.0,101.625,111.5,253.875,236.75,1.125,2.0,14.25,24.0,312.75,374.5,84.5,106.0,252.75,284.75,1.25,2.25,0.25,0.25,0.023936473555494883,28.5,20.625,358.875,350.0,142.25,108.375,227.5,258.75,2.25,1.5,30.0,23.5,395.75,361.0,152.25,124.75,252.75,261.5,1.75,2.25,1.0,1.0,0.04437701290661901
2015_10_NO_WAS,2015,10,WAS,NO,33,-1.0,19.75,24.375,329.25,372.875,91.25,132.5,244.25,253.5,1.5,1.75,20.0,29.0,275.0,457.75,43.0,187.0,237.25,275.75,2.25,1.75,0.375,0.25,0.0267845934595271,26.77777777777778,29.77777777777778,421.6666666666667,415.0,95.0,122.55555555555556,344.22222222222223,306.3333333333333,1.3333333333333333,1.5555555555555556,34.5,31.25,464.5,422.5,107.0,106.0,371.0,337.25,1.75,1.0,0.4444444444444444,0.75,0.03299127144109561
2015_11_CIN_ARI,2015,11,ARI,CIN,3,4.0,33.55555555555556,20.555555555555557,421.1111111111111,316.3333333333333,123.88888888888889,92.88888888888889,306.55555555555554,233.55555555555554,1.8888888888888888,1.6666666666666667,28.0,23.75,456.25,296.25,110.25,87.5,358.25,222.25,1.0,2.5,0.7777777777777778,0.75,0.03823384901777163,26.11111111111111,16.88888888888889,376.3333333333333,338.77777777777777,115.22222222222223,102.44444444444444,269.22222222222223,254.44444444444446,1.3333333333333333,1.1111111111111112,21.75,12.75,319.5,298.25,104.0,94.75,226.25,221.25,1.25,1.0,0.8888888888888888,0.75,0.04310698199608379
2015_11_IND_ATL,2015,11,ATL,IND,-3,3.5,25.444444444444443,21.11111111111111,402.44444444444446,342.3333333333333,113.88888888888889,88.88888888888889,300.22222222222223,258.0,1.5555555555555556,1.5555555555555556,16.75,19.5,397.25,312.25,98.75,102.0,311.5,215.25,1.0,2.25,0.6666666666666666,0.25,0.03482445208785508,22.22222222222222,25.22222222222222,353.8888888888889,394.22222222222223,101.22222222222223,114.88888888888889,264.0,287.44444444444446,1.3333333333333333,1.8888888888888888,25.25,28.5,377.25,388.5,112.75,118.5,282.0,280.25,1.75,1.5,0.4444444444444444,0.25,0.030928217906250156
2015_11_WAS_CAR,2015,11,CAR,WAS,28,7.0,28.333333333333332,19.444444444444443,352.6666666666667,338.0,139.66666666666666,103.44444444444444,226.33333333333334,250.55555555555554,2.2222222222222223,1.3333333333333333,30.0,20.25,375.75,338.0,148.25,112.0,239.75,247.5,2.25,1.75,1.0,1.0,0.045675680001718025,22.77777777777778,23.22222222222222,349.3333333333333,370.3333333333333,104.33333333333333,135.33333333333334,253.11111111111111,248.55555555555554,1.5555555555555556,1.5555555555555556,27.0,26.25,335.0,440.75,82.5,182.5,263.5,264.5,2.0,1.25,0.4444444444444444,0.5,0.030755817854754935
2015_11_DEN_CHI,2015,11,CHI,DEN,-2,-2.5,22.11111111111111,26.0,353.1111111111111,335.55555555555554,114.55555555555556,118.55555555555556,247.66666666666666,228.66666666666666,0.8888888888888888,1.2222222222222223,28.25,23.0,399.0,374.25,112.5,118.25,291.75,268.0,1.25,1.0,0.4444444444444444,0.5,0.027327022420744373,22.77777777777778,18.666666666666668,331.6666666666667,277.3333333333333,86.0,94.55555555555556,258.44444444444446,206.0,1.6666666666666667,2.111111111111111,23.0,22.25,368.0,276.5,104.0,106.25,273.0,186.5,0.75,2.75,0.7777777777777778,0.5,0.03410797983027934
2015_11_NYJ_HOU,2015,11,HOU,NYJ,7,-4.0,20.444444444444443,23.444444444444443,357.0,340.3333333333333,87.22222222222223,118.0,282.55555555555554,240.33333333333334,1.1111111111111112,1.3333333333333333,21.75,19.0,307.5,341.0,76.0,122.75,248.25,248.75,2.0,0.5,0.4444444444444444,0.75,0.03299688977953791,24.11111111111111,20.444444444444443,360.55555555555554,318.44444444444446,116.66666666666667,88.11111111111111,249.77777777777777,246.66666666666666,1.8888888888888888,1.7777777777777777,22.0,27.25,336.5,380.0,80.0,95.0,267.75,306.75,0.75,1.25,0.5555555555555556,0.25,0.03507549755702664
2015_11_TEN_JAX,2015,11,JAX,TEN,6,3.0,21.333333333333332,28.333333333333332,343.6666666666667,362.55555555555554,96.0,93.66666666666667,264.55555555555554,284.6666666666667,1.1111111111111112,1.5555555555555556,24.75,27.5,345.75,361.5,97.75,82.0,270.5,294.75,1.75,2.0,0.3333333333333333,0.5,0.025928690255319537,18.77777777777778,23.77777777777778,321.77777777777777,326.1111111111111,97.44444444444444,112.33333333333333,246.22222222222223,234.55555555555554,1.0,2.0,14.25,21.25,298.5,341.75,84.75,90.75,228.5,272.5,0.75,1.75,0.2222222222222222,0.25,0.023780969382429053
2015_11_DAL_MIA,2015,11,MIA,DAL,-10,-2.5,21.22222222222222,25.0,350.44444444444446,390.22222222222223,103.0,135.55555555555554,275.0,272.0,1.0,1.3333333333333333,22.0,28.5,364.75,403.75,117.5,128.75,282.25,300.5,0.5,1.0,0.4444444444444444,0.5,0.027103035380843864,18.444444444444443,23.77777777777778,338.77777777777777,349.55555555555554,119.0,108.55555555555556,233.11111111111111,252.33333333333334,0.6666666666666666,1.4444444444444444,16.25,20.75,326.75,350.25,134.5,125.25,202.25,234.75,0.75,1.25,0.2222222222222222,0.0,0.018501706406899892
2015_11_GB_MIN,2015,11,MIN,GB,-17,-1.0,22.0,17.11111111111111,328.8888888888889,336.55555555555554,147.22222222222223,108.55555555555556,202.77777777777777,243.55555555555554,1.1111111111111112,1.0,25.5,17.75,358.0,317.5,173.75,104.5,200.5,234.25,0.5,0.75,0.7777777777777778,1.0,0.03103626020442545,24.333333333333332,20.555555555555557,344.55555555555554,371.77777777777777,108.0,116.22222222222223,252.22222222222223,269.3333333333333,1.4444444444444444,0.6666666666666666,20.5,26.0,321.0,440.5,85.25,98.75,258.5,345.5,1.0,0.5,0.6666666666666666,0.25,0.03659921223277321
2015_11_BUF_NE,2015,11,NE,BUF,7,7.0,33.666666666666664,18.77777777777778,418.6666666666667,344.0,92.77777777777777,88.22222222222223,338.1111111111111,278.55555555555554,1.4444444444444444,0.7777777777777778,30.0,16.5,414.0,328.5,87.25,55.25,336.0,293.25,1.5,1.0,1.0,1.0,0.04721185582767385,25.666666666666668,23.0,342.8888888888889,350.22222222222223,142.33333333333334,97.66666666666667,222.33333333333334,259.8888888888889,1.5555555555555556,1.1111111111111112,26.75,25.5,361.25,341.25,160.25,117.0,225.0,233.5,1.25,1.25,0.5555555555555556,0.5,0.03017135180594007
2015_11_TB_PHI,2015,11,PHI,TB,-28,7.0,23.555555555555557,20.444444444444443,374.1111111111111,358.1111111111111,117.33333333333333,111.33333333333333,272.55555555555554,264.0,2.2222222222222223,1.7777777777777777,23.75,20.25,418.0,335.25,147.5,129.5,293.0,225.5,1.75,1.5,0.4444444444444444,0.5,0.031918472831295404,21.22222222222222,26.333333333333332,354.22222222222223,334.22222222222223,126.55555555555556,101.0,239.88888888888889,248.0,1.7777777777777777,1.7777777777777777,20.25,22.25,370.5,348.5,131.75,76.75,246.25,278.25,2.0,1.5,0.4444444444444444,0.5,0.02795430906597705
2015_11_SF_SEA,2015,11,SEA,SF,16,14.0,22.11111111111111,19.88888888888889,352.22222222222223,303.55555555555554,136.77777777777777,100.55555555555556,235.33333333333334,221.77777777777777,1.3333333333333333,1.1111111111111112,22.0,20.25,347.0,299.0,129.75,110.5,231.5,213.25,1.25,1.0,0.4444444444444444,0.5,0.0331567227289256,14.0,24.77777777777778,286.44444444444446,393.1111111111111,104.66666666666667,111.88888888888889,200.0,294.22222222222223,0.8888888888888888,0.8888888888888888,12.75,20.75,260.0,375.0,74.25,116.75,202.75,268.0,1.25,0.5,0.3333333333333333,0.5,0.023674671479914648
2015_12_MIN_ATL,2015,12,ATL,MIN,-10,2.0,25.0,21.4,399.7,335.7,112.5,87.4,298.2,253.5,1.7,1.8,16.75,17.75,387.75,285.0,86.25,100.25,307.75,190.5,1.75,2.5,0.6,0.25,0.03490553167587988,21.1,18.4,330.2,335.1,141.9,110.1,212.1,240.4,1.0,1.0,21.75,20.5,337.25,329.5,162.25,116.25,195.5,223.25,0.5,0.75,0.7,0.75,0.030845110891347022
2015_12_BAL_CLE,2015,12,CLE,BAL,-6,6.0,18.6,27.7,336.2,407.5,75.6,138.8,283.0,278.1,1.6,1.8,11.25,29.75,293.25,407.75,51.25,122.25,265.0,293.25,1.75,2.25,0.2,0.0,0.02121133436209636,22.6,24.9,364.5,354.2,97.9,97.0,278.8,273.0,0.8,1.5,20.75,21.75,357.0,314.0,78.0,100.75,296.5,225.0,1.0,1.5,0.3,0.5,0.028195641317354473
2015_12_CAR_DAL,2015,12,DAL,CAR,-19,-1.0,19.0,22.8,343.5,335.6,123.7,104.7,232.5,245.9,0.7,1.5,17.25,17.5,308.25,330.5,117.75,109.75,202.25,239.25,1.0,1.0,0.3,0.25,0.02052682014874495,29.9,19.1,354.2,322.8,139.9,94.5,228.3,246.2,2.5,1.2,34.25,20.25,369.25,297.25,132.75,71.25,252.0,248.0,3.25,1.0,1.0,1.0,0.04887624064408851
2015_12_NE_DEN,2015,12,DEN,NE,6,-2.5,22.2,18.3,337.4,284.3,94.4,93.7,257.6,211.9,1.7,1.9,20.75,20.25,354.75,288.75,108.5,100.5,263.0,199.5,0.5,2.0,0.8,0.5,0.036386822401827314,32.3,18.2,412.4,341.5,92.0,88.8,332.0,274.0,1.3,0.8,27.5,14.0,414.75,315.25,104.5,56.5,316.5,277.75,1.25,1.25,1.0,1.0,0.0427431129451944
2015_12_PHI_DET,2015,12,DET,PHI,31,3.0,18.5,27.4,336.4,367.6,71.1,116.9,280.8,265.8,1.0,1.9,16.25,25.5,303.0,338.25,78.0,111.25,251.75,241.75,0.25,0.75,0.3,0.5,0.023209490032898853,22.9,22.9,375.0,374.4,119.2,128.5,271.4,262.2,2.0,2.0,21.25,29.75,406.75,403.75,142.0,180.0,288.25,239.75,1.0,1.5,0.4,0.25,0.02958274750386118
2015_12_CHI_GB,2015,12,GB,CHI,-4,7.5,24.9,19.8,342.3,368.8,109.6,114.0,248.2,272.0,1.4,0.6,21.25,24.25,309.0,389.0,83.0,107.25,247.75,293.75,1.0,0.5,0.7,0.25,0.039247191798650244,21.4,25.1,352.5,340.9,111.7,123.7,249.4,230.8,0.8,1.3,23.5,18.0,374.25,335.0,111.25,122.0,269.75,229.25,1.0,1.25,0.4,0.5,0.0284640873069355
2015_12_NO_HOU,2015,12,HOU,NO,18,3.5,20.8,22.8,357.7,333.0,90.8,113.2,279.3,237.9,1.2,1.3,20.0,18.25,303.0,309.25,83.0,119.5,237.5,220.0,1.75,0.75,0.5,0.75,0.036957229410159796,25.5,31.5,414.5,424.5,101.3,131.2,330.7,308.1,1.2,1.6,30.25,37.75,455.75,446.75,126.25,120.75,345.25,344.5,1.0,1.5,0.4,0.5,0.02931535185643469
2015_12_TB_IND,2015,12,IND,TB,13,3.0,22.4,24.8,346.1,392.3,98.5,113.4,258.9,286.7,1.6,2.0,24.5,25.25,344.0,378.0,101.25,114.5,257.25,272.25,2.5,2.25,0.5,0.5,0.034123060821331326,23.6,25.4,370.9,339.1,142.2,104.5,240.5,249.3,2.0,1.6,24.0,18.75,381.0,355.5,155.0,98.25,233.5,264.25,2.75,1.25,0.5,0.75,0.031497624053020534
2015_12_BUF_KC,2015,12,KC,BUF,8,4.5,25.7,19.8,345.3,327.8,120.9,92.6,243.0,254.0,1.7,0.7,32.5,9.75,351.25,259.25,150.75,87.25,214.25,198.75,2.75,0.0,0.5,1.0,0.03505876576801082,24.4,22.7,340.5,350.8,137.5,96.4,223.4,261.6,1.5,1.0,24.75,22.0,349.0,341.5,155.75,110.25,217.5,242.0,1.5,1.0,0.5,0.5,0.027464156438326795
2015_12_MIA_NYJ,2015,12,NYJ,MIA,18,4.5,23.4,20.8,351.2,323.0,112.0,91.6,246.4,247.0,1.8,1.8,20.5,25.75,310.25,382.75,75.25,121.75,248.0,280.5,1.0,1.5,0.5,0.25,0.03405232847374382,20.5,24.9,336.4,389.8,99.7,138.6,266.3,267.5,1.1,1.3,14.5,28.0,291.5,419.75,73.0,152.5,255.25,289.0,0.75,1.0,0.4,0.25,0.02615682472789366
2015_12_PIT_SEA,2015,12,SEA,PIT,9,3.0,22.8,19.2,367.8,303.8,148.6,96.4,237.8,226.0,1.2,1.0,23.5,16.75,390.5,279.75,164.75,91.5,236.25,212.0,0.75,1.0,0.5,0.75,0.031178271338260014,23.6,19.1,385.9,371.6,126.1,93.0,273.7,294.7,1.6,1.2,22.75,20.75,438.75,363.75,129.5,92.5,321.5,288.75,1.75,2.25,0.6,0.5,0.0356642525380149
2015_12_ARI_SF,2015,12,SF,ARI,-6,-7.5,13.9,25.2,288.4,404.6,100.1,126.2,206.4,290.8,0.8,0.8,9.75,23.0,238.75,397.0,72.75,161.25,183.75,247.25,0.75,0.5,0.3,0.25,0.02187488930048481,33.6,21.6,417.3,322.4,119.7,93.5,307.6,241.7,1.8,1.7,33.25,25.25,434.75,313.0,117.0,77.0,332.25,257.5,1.25,2.25,0.8,1.0,0.04008894926512081
2015_12_NYG_WAS,2015,12,WAS,NYG,6,-1.0,22.1,25.3,333.0,370.1,95.3,136.0,248.5,248.3,1.4,1.9,26.0,28.75,325.25,414.25,77.5,162.75,266.25,262.75,1.25,2.0,0.4,0.5,0.02919939966481756,27.3,25.3,356.7,421.1,95.0,111.0,269.6,316.4,2.2,1.0,33.5,29.25,363.5,464.25,103.25,137.25,273.5,328.25,2.5,1.0,0.5,0.5,0.03051854283784143
